Timestamp,RSRP,RSRQ,SINR,BLER,Throughput
2024-01-01 00:00:00,-92.51642923494384,-8.147644904936717,21.99677718293001,6.5567221523332755,39.87232587538428
2024-01-01 01:00:00,-95.69132150585592,-6.181166719059739,19.623168414563843,3.897628567342933,47.83221993926723
2024-01-01 02:00:00,-91.76155730949654,-12.797135147638283,15.29815184960087,3.363602233155386,38.11370118500058
2024-01-01 03:00:00,-87.38485071795988,-8.874061526618858,11.765316111472131,4.993251085178096,45.38057705541439
2024-01-01 04:00:00,-96.17076687361669,-11.301285138243653,18.491116568067948,4.659630754950143,21.595779995693213
2024-01-01 05:00:00,-96.1706847847459,-10.974250767529393,16.967426927108747,4.093543901345449,53.19940561059408
2024-01-01 06:00:00,-87.10393592246304,-11.184787848477738,19.475966100138663,6.392774894913431,50.01808213043336
2024-01-01 07:00:00,-91.16282635423545,-11.727981539359632,18.175859008409848,6.910610417141021,37.74367053397714
2024-01-01 08:00:00,-97.34737192967476,-9.902956744110346,20.247763576596675,5.176813772583695,59.88868502648607
2024-01-01 09:00:00,-92.28719978207018,-11.661900232822076,-7.3313431805773295,20.337468406236376,7.071650476835137
2024-01-01 10:00:00,-97.31708846406231,-9.459086348440323,21.586970328171628,2.71662177173299,25.886602034465387
2024-01-01 11:00:00,-97.32864876785129,-10.100476218898274,15.987998023461998,4.612681081440564,38.55912832150679
2024-01-01 12:00:00,-93.79018864216982,-10.47789609373282,25.376304363126327,3.5663553587943904,38.46286475319053
2024-01-01 13:00:00,-104.56640122328899,-11.815127324083196,11.55406090955216,1.26692676585388,35.90145348336703
2024-01-01 14:00:00,-103.62458916256516,-11.153542661136665,23.679819015826247,4.834638628314601,62.44212262897623
2024-01-01 15:00:00,-97.81143764620487,-8.489217548348488,15.98955391731324,4.756504983233433,47.09260791840795
2024-01-01 16:00:00,-100.06415560167211,-8.998165624751238,11.742909981927758,8.026899486484261,46.03227738034084
2024-01-01 17:00:00,-93.42876333702363,-11.955110489597102,12.580570829728392,6.2616233691095555,19.942064533898698
2024-01-01 18:00:00,-99.54012037760606,-9.80133538914155,13.3982634590284,2.95162635134159,59.5312704531384
2024-01-01 19:00:00,-102.06151850667646,-8.497225753256423,17.120829732009582,8.708185132668376,31.41112407719791
2024-01-01 20:00:00,-87.67175615539223,-13.338810562242744,17.6141774401775,7.442067391050706,50.89898945399492
2024-01-01 21:00:00,-96.12888150243268,-8.91327961524013,12.131499980307105,6.164195406937232,54.160654069372875
2024-01-01 22:00:00,-94.66235897656038,-11.325247517891693,14.878227038695085,4.547031802300336,70.40987893757976
2024-01-01 23:00:00,-102.12374093106729,-8.858802662813682,25.71135179305932,3.0811215265530407,30.36769401321332
2024-01-02 00:00:00,-97.72191362262592,-11.526518313085035,23.637715850503557,4.255586447857894,4.707317662687622
